year,month,ordinal,collectDate,picID,individualID,sex,SLmm,AFLmm,BW_fol,gonadW,GSI
2004,11,316,2004/11/12,219,207,f,19.50257412,2.8721481,0.14333113,0.00256,1.786073967
2004,11,316,2004/11/12,223,211,f,20.82124153,3.003321298,0.17364689,0.00366,2.107725626
2004,11,316,2004/11/12,230,218,m,17.06834945,2.428580567,0.08938691,0,0
2004,11,316,2004/11/12,232,220,f,17.26657242,2.37936504,0.10387606,0.00161,1.549924015
2004,11,316,2004/11/12,264,252,f,23.55468897,3.320273031,0.261139065,0.00729,2.79161603
2004,11,316,2004/11/12,267,255,f,18.94527825,2.690652805,0.12973362,0.00152,1.171631532
2004,11,316,2004/11/12,274,262,f,25.50146079,3.778460394,0.31764675,0.0119,3.746299939
2004,11,316,2004/11/12,281,269,f,24.27897156,3.280714657,0.26682327,0.01215,4.553575856
2004,11,316,2004/11/12,285,273,f,30.2456664,4.275695559,0.5260676,0.01775,3.374091086
2004,11,316,2004/11/12,286,274,f,33.29651059,4.422211733,0.679541135,0.00771,1.134589152
2004,11,316,2004/11/12,288,276,f,30.58050999,4.340172609,0.55660627,0.02103,3.778254241
2004,11,316,2004/11/12,292,280,f,25.27350149,3.948105263,0.3098449,0.01261,4.069778137
2004,11,316,2004/11/12,295,283,f,27.94270433,3.806015368,0.395999615,0.01764,4.454549785
2004,11,316,2004/11/12,308,296,f,25.69239669,3.671699274,0.326451695,0.00941,2.882509157
2004,11,316,2004/11/12,352,339,f,21.46795696,3.066544765,0.17476144,0.00326,1.865400056
2004,11,316,2004/11/12,362,349,f,25.78252748,3.746789061,0.344953225,0.01105,3.203332858
2004,11,316,2004/11/12,371,358,f,26.10040301,3.649756614,0.35554145,0.01007,2.832299863
2004,11,316,2004/11/12,374,361,f,23.65761385,3.269730414,0.22246418,0.00718,3.227485881
2004,11,316,2004/11/12,384,371,f,22.90002293,2.94529096,0.237064785,0.01478,6.234582669
